,X,Y,sol_id,GID_0,panels,panel.area,landscape.area,water,urban,power
0,35.62432928459123,-115.34799718448903,10916,USA,6,1.22727242511988,1.42432433500976,0,0,47.9671006488557
1,37.68505175417948,-105.88489981979211,11003,USA,606,1.24545620859565,1.90113749326552,0,0,48.5651818546251
2,32.6594166668723,-115.65519910784167,11017,USA,8,1.50616531537676,1.59801378987799,0,0,56.9993245299769
3,32.66583084634074,-115.58272498766743,11018,USA,9,1.96252491782674,2.61127700161457,0,0,71.2377989815775
4,32.66837580205608,-115.6558284498562,11019,USA,4,1.13237768811149,1.19487947256994,0,0,44.8226834665243
5,32.69066266776989,-115.59543070167149,11022,USA,10,1.21424706355154,1.2630173701396,0,0,47.5378271447386
6,34.8522257765087,-118.35737254605496,11152,USA,7,1.43822361714853,1.63362875762088,0,0,54.8252306903481
7,34.68898678850267,-118.31019482539438,11154,USA,122,3.12483430004858,11.8935822827674,0,0,105.416459512317
8,34.71896014145873,-118.28618932351482,11155,USA,101,1.35342732783549,4.11942666326491,0,0,52.0889089600046
9,34.826156265125434,-118.4227959572703,11559,USA,11,1.09141882548486,1.53843710928242,0,0,43.4527966129274
10,34.82641469953629,-118.40779822579395,11560,USA,8,1.00236164405118,1.62870862927619,0,0,40.4457123899569
11,34.6601951301126,-118.29665830090046,11562,USA,59,2.35335809445505,4.00404888459445,0,0,83.016041516696
12,44.47255793699714,-95.66239297450271,11563,USA,4730,1.42645670399469,1.6688543903842,0,0,54.4470714646139
13,45.488378503118895,-92.89203344987659,11564,USA,35098,1.81917799192591,2.38354881038928,0,0,66.8279391176839
14,35.3225721169273,-118.81488118433742,11569,USA,27,2.04751145694694,2.56590612087313,0,0,73.8281808559441
15,35.81538940418605,-119.45545503921748,11573,USA,7,1.1021381055789,1.15073968717767,0,0,43.812077980952
16,35.874864865594816,-119.45701561226313,11574,USA,19,1.29473267727105,1.90300271724324,0,0,50.179089954176
17,34.829343222248596,-79.95024329873699,12140,USA,44,1.74353072516401,2.71155513553412,0,0,64.4788655766541
18,26.86440782213034,-81.74005516581298,18871,USA,130,1.1545198064944,1.70179194104072,0,0,45.5599746356129
19,35.36704239451963,-120.02986385098873,19346,USA,6,1.32838252286864,1.32838252286864,0,0,51.2756246381145
20,35.34859169583896,-120.05816870805636,19347,USA,15,1.14224715631381,1.14224715631381,0,0,45.15159617793
21,36.581593251724755,-120.41597108729059,19448,USA,13,2.36620897690545,2.36620897690545,0,0,83.397808250734
22,36.581424678809164,-120.397985404619,19449,USA,11,2.35638776672125,2.35638776672125,0,0,83.1060748161064
23,36.568359852710614,-120.39951963407485,19450,USA,6,1.81016267118844,1.81016267118844,0,0,66.5488060190289
24,36.39373882931366,-120.23973128629207,19453,USA,2,1.94587556163692,1.94587556163692,0,0,70.7282789670037
25,35.37161604877933,-120.05941329732576,19520,USA,240,22.289277096755,22.289277096755,0,0,551.823434149608
26,35.03228200245083,-117.34783399641576,19535,USA,13,4.14075171785235,4.14075171785235,0,0,133.631150129745
27,35.78261298957348,-114.99353287494637,19538,USA,3,1.73184735257626,1.73184735257626,0,0,64.1146460585925
28,35.80161719243071,-114.97652316252282,19539,USA,3,1.37403425747299,1.37403425747299,0,0,52.7563042938908
29,34.783544497544874,-118.41956062225115,19540,USA,185,2.68675440444088,2.68675440444088,0,0,92.8197257363397
30,32.92035430579287,-112.97948401401631,19565,USA,14,8.6522659025003,8.6522659025003,0,0,248.63090762498
31,34.93143067179034,-118.33296384147732,19568,USA,15,2.22082434000111,2.22082434000111,0,0,79.0592548890428
32,33.35570110654677,-112.83348370941248,19586,USA,5,8.55549526335621,8.55549526335621,0,0,246.285975091296
33,36.23738148050683,-114.87482953844159,19628,USA,3,1.2370620164423,1.2370620164423,0,0,48.2892613313272
34,33.81851675043016,-115.38914061367699,19629,USA,6,14.031455303684,14.031455303684,0,0,373.646008639512
35,32.67554611843929,-115.59635578850299,19639,USA,7,1.49130637560832,1.49130637560832,0,0,56.5251907091703
36,32.67545354607553,-115.6474775824496,19642,USA,5,1.22783853558437,1.22783853558437,0,0,47.9857414862467
37,32.65848557290958,-115.66898507403432,19643,USA,2,1.1574284141639,1.1574284141639,0,0,45.6566595387041
38,32.68564882201089,-115.64910475783812,19644,USA,3,1.91870661033398,1.91870661033398,0,0,69.8953495123352
39,35.5850029740635,-115.43432603298373,19681,USA,6,5.88906571739558,5.88906571739558,0,0,179.797992188551
40,31.014344205884104,-102.26326753542345,19684,USA,6,2.1878143904697,2.1878143904697,0,0,78.0680308472323
41,30.99163520321594,-102.2720360965997,19685,USA,8,4.62476616992039,4.62476616992039,0,0,146.675418393863
42,31.003940249481335,-102.28207410358029,19686,USA,4,3.49204634572029,3.49204634572029,0,0,115.76100683795
43,30.976410757592372,-103.28718249754392,19689,USA,2,1.15601247073871,1.15601247073871,0,0,45.6095970095077
44,30.958570092871334,-103.30624489417688,19691,USA,4,3.19043329523879,3.19043329523879,0,0,107.277875328043
45,30.958860315427067,-103.35330782063048,19692,USA,5,1.02647791661859,1.02647791661859,0,0,41.2640259527896
46,34.903868138985736,-118.24711953928339,19693,USA,3,1.01211606843093,1.01211606843093,0,0,40.7770689219799
47,34.82514823100302,-118.52799071668248,19694,USA,14,6.46546487540047,6.46546487540047,0,0,194.514346460679
48,34.76847062437774,-118.42264320531217,19697,USA,4,2.14218687166287,2.14218687166287,0,0,76.6940346629084
49,34.84425985748996,-118.45263121107455,19698,USA,2,1.87319387137127,1.87319387137127,0,0,68.4958648971175
50,34.82230720048117,-118.44067190439466,19699,USA,3,1.16697151911887,1.16697151911887,0,0,45.9736134016382
51,34.82970173394004,-118.44112215204646,19701,USA,2,1.05990201385784,1.05990201385784,0,0,42.3931925087948
52,30.45728501345226,-103.48225463558427,19702,USA,6,1.4192601423234,1.4192601423234,0,0,54.2155499642602
53,32.94968040776066,-112.77063405498289,19721,USA,3,1.5659586403182,1.5659586403182,0,0,58.8999124971167
54,33.05387108555007,-111.34094154780121,19723,USA,6,1.03705375759363,1.03705375759363,0,0,41.6219272951709
55,33.02619848329414,-113.35321698381618,19724,USA,9,1.25410577418137,1.25410577418137,0,0,48.8491904211345
56,38.192757538409595,-104.59913046300984,19725,USA,10,1.97119075713396,1.97119075713396,0,0,71.5027299248052
57,38.206631044490074,-104.56329045258136,19726,USA,5,1.27300223294926,1.27300223294926,0,0,49.4685866184106
58,35.60930225257216,-115.35739211776158,19731,USA,4,1.01913039267385,1.01913039267385,0,0,41.0150336583196
59,35.60618971593424,-115.34155295731661,19732,USA,5,4.48777441705084,4.48777441705084,0,0,143.006289000425
60,35.630937069814664,-115.33530008224415,19733,USA,4,1.29909070137715,1.29909070137715,0,0,50.3213538970957
61,31.074963321672588,-102.83862967316226,19745,USA,2,5.10180100550222,5.10180100550222,0,0,159.322417250346
62,31.262883352551206,-102.27999198779744,19746,USA,6,5.98979889423227,5.98979889423227,0,0,182.385650722127
63,31.252433119267515,-102.26611756459401,19747,USA,6,6.3437740495348,6.3437740495348,0,0,191.425223983206
64,35.804193418705204,-114.96755957507624,19752,USA,4,1.55082201182652,1.55082201182652,0,0,58.4198777263709
65,35.78579792375195,-114.96159645884242,19754,USA,5,1.97735259851265,1.97735259851265,0,0,71.6909973635561
66,35.78655273173335,-114.97827539697695,19755,USA,4,1.92556420111161,1.92556420111161,0,0,70.1057596770313
67,35.8363020119055,-114.98159971031565,19757,USA,6,1.50170271321011,1.50170271321011,0,0,56.8570051046777
68,35.89027133582844,-114.95838172513628,19760,USA,9,4.59090848638582,4.59090848638582,0,0,145.770200129382
69,36.40918192421087,-114.91193530618337,19761,USA,5,3.02336962243815,3.02336962243815,0,0,102.525134315495
70,36.400073939125676,-114.90186277537232,19762,USA,5,1.1586062102294,1.1586062102294,0,0,45.6957997188857
71,36.52757153072964,-114.75795092746236,19764,USA,9,7.57571357229117,7.57571357229117,0,0,222.298584067865
72,34.83745072007064,-118.39166917022216,19772,USA,3,1.93097715914154,1.93097715914154,0,0,70.2717611081409
73,34.825445668965656,-118.47113562566291,19773,USA,5,1.17965317473412,1.17965317473412,0,0,46.3941769371236
74,34.836494038661385,-118.48476607344084,19774,USA,10,1.13683282994521,1.13683282994521,0,0,44.9712124602259
75,34.79428459343737,-118.51028449268445,19777,USA,513,1.72298881980324,1.72298881980324,0,0,63.8382306913413
76,32.76498963090368,-115.78042954715836,19825,USA,5,2.52055201200927,2.52055201200927,0,0,87.9580117860037
77,32.77720181313964,-115.78820370721678,19826,USA,2,1.92779238064528,1.92779238064528,0,0,70.1741010715418
78,34.78785862012959,-118.43809014078666,19859,USA,4,2.43017467575359,2.43017467575359,0,0,85.293249301725
79,32.668216395827976,-115.6296073739644,19865,USA,3,1.2112412372961,1.2112412372961,0,0,47.4386621527173
80,32.74495401046289,-115.72486601195439,19870,USA,2,1.1779652904852,1.1779652904852,0,0,46.3382426298141
81,38.524811200840865,-113.03467762667321,19918,USA,9,2.29678448022652,2.29678448022652,0,0,81.3314505412064
82,38.4993433225264,-113.02782391133358,19919,USA,5,2.14332817669535,2.14332817669535,0,0,76.7284589744131
83,39.15001756299054,-112.34997963073998,19920,USA,14,1.67311512329012,1.67311512329012,0,0,62.2777894629889
84,39.16117321545217,-112.35631744176816,19921,USA,11,1.64120958082722,1.64120958082722,0,0,61.2756976956186
85,36.32673669168525,-107.3080424829642,19940,USA,3,1.35483913276362,1.35483913276362,0,0,52.1346838035375
86,35.0149220192129,-117.55905069577494,20026,USA,41,3.94464565670013,3.94464565670013,0,0,128.278807728198
87,35.56830834013588,-115.47648083590386,20029,USA,14,9.28466170947599,9.28466170947599,0,0,263.855765604245
88,33.303448718641974,-112.83115983790303,20031,USA,110246,4.2112121409555,4.2112121409555,0,0,135.544404711539
89,33.339153996114916,-112.93148900078205,20033,USA,75361,10.255385191545,10.255385191545,0,0,286.913735650247
90,33.66615254135188,-114.99754252569073,20035,USA,3,6.50492190299225,6.50492190299225,0,0,195.513990783348
91,35.01011886259349,-117.31891925940938,20036,USA,982,6.92771805971146,6.92771805971146,0,0,206.166943925214
92,36.467893581998844,-104.63635395485207,20042,USA,512,1.3735066087659,1.3735066087659,0,0,52.739235126741
93,35.32367610581904,-119.90950764813509,20044,USA,216,17.5214014467265,17.5214014467265,0,0,450.541166672982
94,34.81571988326482,-118.37016824892618,20048,USA,2,1.14744362996101,1.14744362996101,0,0,45.3245953143076
95,34.812349488412195,-118.38931087368546,20049,USA,4,2.73645381949019,2.73645381949019,0,0,94.264209072699
96,30.239167594047537,-97.50822343752701,20050,USA,362,1.60254292249441,1.60254292249441,0,0,60.0571270193376
97,35.53612688446377,-115.45164553064923,20051,USA,4,3.69844058380747,3.69844058380747,0,0,121.499215445339
98,32.55298600303069,-111.28337634955653,20052,USA,22922,1.3596656055727,1.3596656055727,0,0,52.2911154857775
99,33.010407394222504,-99.60879724409698,20054,USA,9,2.95338432835776,2.95338432835776,0,0,100.521947552427
100,32.7228204674886,-101.925729856165,20064,USA,10,2.53192354550648,2.53192354550648,0,0,88.2922239466717
101,32.974331148379825,-113.49365916694119,20084,USA,41,9.08649970890331,9.08649970890331,0,0,259.103138619805
102,35.302242802979166,-118.84951341626338,20091,USA,13,1.46441469393379,1.46441469393379,0,0,55.6652050944207
103,35.01940359217774,-118.17616292922764,20095,USA,5,1.71549664932585,1.71549664932585,0,0,63.6042756135474
104,34.739740976149115,-118.30320297044116,20099,USA,5,1.07645358960205,1.07645358960205,0,0,42.9502706273678
105,34.72516500913717,-118.30623163823654,20100,USA,11,2.35180631082535,2.35180631082535,0,0,82.9699198236829
106,32.56199797049002,-84.28022382591887,20479,USA,5,1.68917500008311,1.68917500008311,0,0,62.7810581620126
107,32.57202338192586,-84.26192614357427,20483,USA,5,1.33542452232003,1.33542452232003,0,0,51.5045428544452
108,36.4788885191936,-76.15163448058797,20521,USA,9,2.53175060818243,2.53175060818243,0,0,88.2871430489329
109,34.83747208526799,-87.84303949592667,20781,USA,4,2.59959460482311,2.59959460482311,0,0,90.2762469620026
110,30.280822432196178,-82.77904230980033,20859,USA,3,1.29220216466999,1.29220216466999,0,0,50.0964489522195
111,32.587254485054004,-84.301132722729,20967,USA,5,3.92784329585069,3.92784329585069,0,0,127.818296078668
112,29.271777853268393,-98.44545798684369,34147,USA,641,1.44259299305286,1.44259299305286,0,0,54.9655273051182
113,29.21802978447235,-99.70662287004961,34151,USA,3,3.29222525231194,3.29222525231194,0,0,110.154427500406
114,27.051049473724834,-80.54752181629726,34201,USA,3,1.53455135796881,1.53455135796881,0,0,57.9030553522053
